Coptic,English
ⲡⲉⲧⲉⲣⲉⲡϫⲟⲉⲓⲥⲛⲁⲧⲁⲁϥ ⲡⲉⲧⲛⲁϭⲱ ϩⲛⲛⲣⲉϥϣⲙϣⲉⲛⲟⲩⲧⲉ ⲁⲩⲱ ⲡⲉϥⲟⲩⲱϣ ⲡⲉⲧⲛⲁⲥⲟⲟⲩⲧⲛ ⲛϣⲁⲉⲛⲉϩ,"the gift of the lord remaineth with the ungodly, and his favour bringeth prosperity for ever."
ⲡⲉϫⲉⲡⲗⲁⲟⲥ ⲧⲏⲣϥ ⲉϩⲟⲩⲛ ϩⲛⲥⲁⲙⲟⲩⲏⲗ ϫⲉϣⲗⲏⲗ ⲛⲧⲟⲕ ⲉϫⲛⲛⲉⲕϩⲙϩⲁⲗ ⲉϩⲣⲁⲓ ⲉⲡϫⲟⲉⲓⲥ ⲡⲉⲛⲛⲟⲩⲧⲉ ϫⲉⲛⲛⲉⲛⲙⲟⲩ ⲉⲃⲟⲗ ϫⲉⲁⲛⲟⲩⲱϩ ⲉϩⲣⲁⲓ ⲉϫⲛⲛⲉⲛⲛⲟⲃⲉ ⲧⲏⲣⲟⲩ ⲁⲩⲱ ⲉϫⲛⲧⲉⲛⲕⲁⲕⲓⲁ ⲉⲁⲛⲉϯ ⲛⲟⲩⲣⲣⲟ ⲉϫⲱⲛ,"and all the people said to samuel, pray for thy servants to the lord thy god, and let us not die; for we have added to all our sins this iniquity, in asking for us a king."
ⲥⲉⲛⲁⲧⲁⲁⲩ ⲉϩⲣⲁⲓ ⲉⲛϭⲓϫ ⲛⲧⲥⲏϥⲉ ⲥⲉⲛⲁϣⲱⲡⲉ ⲛⲧⲟ ⲛⲃⲁϣⲟⲣ,they shall be delivered up to the power of the sword; they shall be portions for foxes.
ⲡⲉⲧϫⲱ ⲙⲙⲟⲥ ⲉⲣⲟϥ ϫⲉⲁⲛⲅ ⲟⲩⲣⲉϥϣⲙϣⲉⲛⲟⲩⲧⲉ ⲛϥⲭⲁⲗⲓⲛⲟⲩ ⲁⲛ ⲙⲡⲉϥⲗⲁⲥ ⲁⲗⲗⲁ ⲉϥⲁⲡⲁⲧⲁ ⲙⲡⲉϥϩⲏⲧ ⲡⲁⲓ ⲡⲉϥϣⲙϣⲉ ϣⲟⲩⲉⲓⲧ,"if anyone among you thinks himself to be religious while he doesn't bridle his tongue, but deceives his heart, this man's religion is worthless."
ⲛⲧⲱⲧⲛ ⲇⲉ ⲛⲧⲁⲧⲉⲧⲛⲥⲃⲟ ⲁⲛ ⲉⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲛⲧⲉⲓϩⲉ .,but you did not learn christ that way;
ⲁⲩϣⲱⲡⲉ ⲇⲉ ⲛϭⲓϩⲉⲛⲡⲣⲟⲫⲏⲧⲏⲥ ⲛⲛⲟⲩϫ ⲕⲁⲧⲁⲧϩⲉ ⲉⲧⲉⲟⲩⲛ ϩⲉⲛⲥⲁϩ ⲛⲛⲟⲩϫ ⲛⲁϣⲱⲡⲉ ⲛϩⲏⲧ ⲧⲏⲩⲧⲛ ⲛⲁⲓ ⲉⲧⲛⲁⲉⲓⲛⲉ ⲉϩⲟⲩ ⲛϩⲉⲛϩⲉⲣⲏⲥⲓⲥ ⲛⲧⲁⲕⲟ ⲁⲩⲱ ⲉⲩⲁⲣⲛⲁ ⲙⲡϫⲟⲉⲓⲥ ⲛⲧⲁϥϣⲟⲡⲟⲩ ⲉⲩⲉⲓⲛⲉ ⲉϩⲣⲁⲓ ⲉϫⲱⲟⲩ ⲛⲛⲟⲩⲧⲁⲕⲟ ⲏⲛ ⲟⲩϭⲉⲡⲏ,"but false prophets also arose among the people, as false teachers will also be among you, who will secretly bring in destructive heresies, denying even the master who bought them, bringing on themselves swift destruction."
ⲉⲓⲥϩⲏⲏⲧⲉ ⲁⲓⲟⲩⲱⲛϩ ⲉⲣⲟⲕ ⲁⲓⲟⲩⲱⲛϩ ⲉⲣⲟⲕ ⲛⲙⲙⲩⲥⲧⲏⲣⲓⲟⲛ ⲧⲏⲣⲟⲩ ·,"behold, i have made clear to you all mysteries.'"
ⲛⲧⲟⲥ ⲇⲉ ⲁⲩⲧⲟⲩⲛⲉⲓⲁⲧⲥ ⲉⲃⲟⲗ ϩⲓⲧⲛⲧⲉⲥⲙⲁⲁⲩ ⲡⲉϫⲁⲥ . ϫⲉⲙⲁ ⲛⲁⲓ ϩⲙⲡⲉⲓⲙⲁ ⲛⲧⲁⲡⲉ ⲛⲓⲱϩⲁⲛⲛⲏⲥ ⲡⲃⲁⲡⲧⲓⲥⲧⲏⲥ ϩⲓϫⲛⲟⲩⲡⲓⲛⲁⲝ .,"she, being prompted by her mother, said, 'give me here on a platter the head of john the baptizer.'"
ⲉⲧⲃⲉⲟⲩ ⲁⲕⲧⲥⲁⲃⲟⲓ ⲉϩⲛϩⲓⲥⲉ ⲙⲛϩⲛⲙⲟⲕϩⲥ ⲉⲧⲣⲁϭⲱϣⲧ ⲉϫⲛⲟⲩⲇⲁⲗⲁⲓⲡⲱⲣⲓⲁ ⲙⲉⲛ ⲟⲩⲁⲥⲉⲃⲓⲁ ⲁⲩⲕⲣⲓⲥⲓⲥ ϣⲱⲡⲉ ⲙⲡⲁⲙⲧⲟ ⲉⲃⲟⲗ ⲁⲩⲱ ⲡⲉⲕⲣⲓⲧⲏⲥ ϥϫⲓ,"wherefore hast thou shown me troubles and griefs to look upon, misery and ungodliness? judgment is before me, and the judge receives a reward."
ⲛⲅϫⲟⲟⲥ ϫⲉⲧⲁⲓ ⲧⲉ ⲧϩⲉ ⲉⲧⲟⲩⲛⲁⲱⲙⲥ ⲛⲧⲃⲁⲃⲩⲗⲱⲛ ⲛⲥⲧⲙⲛⲉϩⲥⲉ ⲉⲃⲟⲗ ϩⲉⲛⲛⲉⲓⲡⲉⲧϩⲟⲟⲩ ⲉϯⲛⲁⲛⲧⲟⲩ ⲁⲛⲟⲕ ⲉϫⲱⲥ,"and shalt say, thus shall babylon sink, and not rise, because of the evils which i bring upon it."
ⲁⲩⲟⲩⲱϣⲃ ⲉⲩϫⲱ ⲙⲙⲟⲥ ⲛⲁϥ ϫⲉⲡⲉⲛⲉⲓⲱⲧ ⲡⲉ ⲁⲃⲣⲁϩⲁⲙ . ⲡⲉϫⲉⲓⲏⲥⲟⲩⲥ ⲛⲁⲩ ϫⲉⲉⲛⲉ ⲛⲧⲉⲧⲛⲛϣⲏⲣⲉ ⲛⲁⲃⲣⲁϩⲁⲙ ⲛⲉⲧⲉⲧⲛⲁⲣ ⲛⲉϩⲃⲏⲩⲉ ⲛⲁⲃⲣⲁϩⲁⲙ .,"they answered him, 'our father is abraham.' jesus said to them, 'if you were abraham's children, you would do the works of abraham."
ⲉⲓⲛⲁϫⲉⲟⲩ ⲟⲛ ⲡⲉⲟⲩⲟⲉⲓϣ ⲅⲁⲣ ⲛⲁⲕⲁⲁⲧ ⲉⲉⲓϣⲁϫⲉ ⲉⲧⲃⲉⲅⲉⲇⲉⲱⲛ ⲃⲁⲣⲁⲕ ⲥⲁⲙⲯⲱⲛ ⲓⲉⲫⲑⲁⲉ ⲇⲁⲩⲉⲓⲇ ⲙⲛⲥⲁⲙⲟⲩⲏⲗ ⲙⲛⲡⲕⲉⲥⲉⲉⲡⲉ ⲙⲡⲣⲟⲫⲏⲧⲏⲥ .,"what more shall i say? for the time would fail me if i told of gideon, barak, samson, jephthah, david, samuel, and the prophets;"
ⲧⲁⲓ ⲧⲉ ⲧϩⲉ ⲉⲧⲉⲣⲉⲛϣⲟⲣⲡ ⲛⲁⲣϩⲁⲉ ⲛⲧⲉⲛϩⲁⲉ ⲣϣⲟⲣⲡ .,"so the last will be first, and the first last. for many are called, but few are chosen.'"
ⲡⲉϫⲉⲅⲉⲇⲉⲱⲛ ⲛⲁϥ ϫⲉⲥⲱⲧⲙ ⲉⲣⲟⲓ ⲡⲁϫⲟⲉⲓⲥ ⲡⲓⲥⲣⲁⲏⲗ ⲉⲓⲛⲁⲛⲁϩⲙⲉϥ ϩⲛⲟⲩⲉⲓⲥ ϩⲏⲏⲧⲉ ⲉⲓⲥ ⲧⲁϣⲟ ⲛⲣⲱⲙⲉ ⲁⲥⲣϭⲱⲃ ϩⲙⲙⲁⲛⲁⲥⲥⲏ ⲁⲩⲱ ⲁⲛⲟⲕ ⲡⲉ ⲡⲉⲧⲥⲟⲃⲕ ϩⲙⲡⲏⲓ ⲙⲡⲁⲉⲓⲱⲧ,"and gedeon said to him, be gracious with me, my lord: whereby shall i save israel? behold, my thousand is weakened in manasse, and i am the least in my father's house."
ⲥⲱⲧⲙ ⲥⲁⲡⲉⲧϫⲱ ⲙⲙⲟⲥ ϫⲉϯⲟⲩⲉϣⲧⲏⲩⲧⲛ ⲉⲧⲣⲉⲧⲉⲧⲛϣⲱⲡⲉ ⲛⲁⲧⲣⲟⲟⲩϣ ·,"hearken unto the word of him that saith, 'i wish that ye may be without care.'"
ⲡⲉϫⲁϥ ⲇⲉ ⲛϭⲓⲙⲱⲩⲥⲏⲥ ⲛⲛⲁϩⲣⲛⲁⲁⲣⲱⲛ ϫⲉⲁϫⲓⲥ ⲛⲧⲥⲩⲛⲁⲅⲱⲅⲏ ⲧⲏⲣⲥ ⲛⲛϣⲏⲣⲉ ⲙⲡⲓⲥⲣⲁⲏⲗ ϫⲉϯⲡⲉⲧⲛⲟⲩⲟⲉⲓ ⲉϩⲟⲩⲛ ⲙⲡⲉⲙⲧⲟ ⲉⲃⲟⲗ ⲙⲡϫⲟⲉⲓⲥ ⲁϥⲥⲱⲧⲙ ⲅⲁⲣ ⲉⲡⲧⲉⲧⲛⲕⲣⲙⲣⲙ,"and moses said to aaron, say to all the congregation of the children of israel, come near before god; for he has heard your murmuring."
ⲁⲁⲃⲣⲁϩⲁⲙ ⲇⲉ ⲟⲩⲱϩ ϩⲙⲡⲕⲁϩ ⲛⲛⲉⲫⲩⲗⲏⲥⲧⲏⲓⲙ ϩⲁϩ ⲛϩⲟⲟⲩ,and abraam sojourned in the land of the phylistines many days.
ⲙⲡⲉϥⲣⲁⲥⲧⲉ ⲇⲉ ⲉⲧⲉⲙⲛⲛⲥⲁⲧⲡⲁⲣⲁⲥⲕⲉⲩⲏ ⲡⲉ . ⲁⲩⲥⲱⲟⲩϩ ⲉϩⲟⲩⲛ ⲛϭⲓⲛⲁⲣⲭⲓⲉⲣⲉⲩⲥ ⲙⲛⲛⲉⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ ⲉⲡⲓⲗⲁⲧⲟⲥ .,"now on the next day, which was the day after the preparation day, the chief priests and the pharisees were gathered together to pilate,"
ⲟⲩ ⲙⲟⲛⲟⲛ ⲇⲉ ⲡⲉⲓⲙⲉⲣⲟⲥ ⲕⲓⲛⲇⲩⲛⲉⲩⲉ ⲉⲧⲣⲉϥϫⲱⲱⲣⲉ ⲉⲃⲟⲗ ⲛⲧⲟⲟⲧⲛ ⲁⲗⲗⲁ ⲡⲕⲉⲣⲡⲉ ⲛⲧⲛⲟϭ ⲛⲁⲣⲧⲩⲙⲓⲥ ⲥⲉⲛⲁⲗⲟ ⲉⲩⲱⲡ ⲙⲙⲟϥ ⲁⲩⲱ ⲛⲥⲉⲛⲧⲥ ⲉⲡⲉⲥⲏⲧ ⲉⲃⲟⲗ ϩⲛⲧⲉⲥⲙⲛⲧⲛⲟϭ ⲧⲁⲓ ⲉⲧⲉⲣⲉⲧⲁⲥⲓⲁ ⲧⲏⲣⲥ ⲁⲩⲱ ⲧⲟⲓⲕⲟⲩⲙⲉⲛⲏ ϣⲙϣⲉ ⲛⲁⲥ .,"not only is there danger that this our trade come into disrepute, but also that the temple of the great goddess artemis will be counted as nothing, and her majesty destroyed, whom all asia and the world worships.'"
ⲁⲩⲱ ⲡⲙⲏⲏϣⲉ ⲧⲏⲣϥ ⲛⲉϥϣⲱⲣⲡ ⲙⲙⲟϥ ⲉⲣⲁⲧϥ ⲡⲉ ϩⲙⲡⲉⲣⲡⲉ ⲉⲥⲱⲧⲙ ⲉⲣⲟϥ .,all the people came early in the morning to him in the temple to hear him.
ⲁⲩϫⲟⲟⲥ ⲇⲉ ⲟⲛ · ⲉⲧⲃⲏⲏⲧϥ ⲛⲧⲟϥ ⲡⲡⲉⲧⲟⲩⲁⲁⲃ · ⲁⲡⲁ ⲡⲉⲥⲉⲛⲑⲓⲟⲥ · ϫⲉⲁⲥϣⲱⲡⲉ ⲙⲡⲉⲟⲩⲟⲉⲓϣ ⲉϥⲟ ⲛⲕⲟⲩⲓ · ⲉϥⲙⲟⲟⲛⲉ ⲛⲛⲉⲥⲟⲟⲩ ⲙⲡⲉϥⲉⲓⲱⲧ ⲁⲡⲛⲟⲩⲧⲉ ⲟⲩⲱⲛ ⲛⲛⲉϥⲃⲁⲗ · ⲁϥⲛⲁⲩ ⲉⲩⲥⲧⲩⲗⲗⲟⲥ ⲛⲕⲱϩⲧ ϩⲓⲧϩⲏ ⲙⲙⲟϥ,"and moreover, it is said concerning the holy man apa pisentius, that it came to pass on a time when he was young, while he was pasturing his father's sheep, that god opened his eyes, and he saw a pillar of fire in front of him."
ⲓⲁ – ⲭⲁⲫ ⲁⲧⲁⲯⲩⲭⲏ ϣⲱⲥⲙ ⲛⲥⲁⲡⲉⲕⲟⲩϫⲁⲓ ⲁⲓⲕⲁϩⲧⲏⲓ ⲉⲡⲉⲕϣⲁϫⲉ,"let mine heart be blameless in thine ordinances, that i may not be ashamed."
ⲉⲃⲟⲗ ϩⲛⲧⲁⲥⲩⲅⲅⲉⲛⲉⲓⲁ . ⲁⲓⲕⲱ ⲛⲥⲱⲓ ⲙⲡϣⲱϫⲡ ⲙⲡⲁⲱⲛϩ . ⲁⲡⲁⲡⲛⲉⲩⲙⲁ ⲉⲓ ⲉⲃⲟⲗ ⲛϩⲏⲧ . ⲁϥⲃⲱⲕ ⲛⲧϩⲉ ⲙⲡⲉⲛⲧⲁϥϯ ⲟⲩⲱ ⲉⲁϥⲡⲏⲥⲥⲉ ⲛⲟⲩⲥⲕⲩⲛⲏ . ⲁϥϣⲱⲡⲉ ⲛⲁϩⲣⲁⲓ ⲛⲧϩⲉ ⲛⲟⲩϣⲧⲏⲛ ϩⲓⲟⲩⲛⲁⲧ . ⲉⲁⲥϩⲱⲛ ⲉϩⲟⲩⲛ ⲉⲟⲩⲱϫⲉ .,"my life has failed from among my kindred: i have parted with the remainder of my life: it has gone forth and departed from me, as one that having pitched a tent takes it down again: my breath was with me as a weaver's web, when she that weaves draws nigh to cut off the thread."
ⲛⲧⲟϥ ⲇⲉ ⲁϥⲥⲡⲥⲱⲡⲟⲩ ⲁϥⲕⲁⲁⲩ ⲉⲃⲟⲗ ⁛,and (when) he had supplicated them he sent them away.
ⲁϥⲥϭⲏⲣ ⲉϩⲣⲁⲓ ⲉⲕⲁⲓⲥⲁⲣⲓⲁ . ⲁⲩⲱ ⲛⲧⲉⲣⲉϥⲃⲱⲕ ⲉϩⲣⲁⲓ ⲁϥⲁⲥⲡⲁⲍⲉ ⲛⲧⲉⲕⲕⲗⲏⲥⲓⲁ . ⲁϥⲉⲓ ⲉⲡⲉⲥⲏⲧ ⲉⲧⲁⲛⲧⲓⲟⲭⲓⲁ .,"when he had landed at caesarea, he went up and greeted the assembly, and went down to antioch."
ⲁⲩⲱ ⲁϥⲡⲱⲧ ⲛϭⲓⲁⲃⲏⲥⲁⲗⲱⲙ ⲡϩⲙϩⲁⲗ ⲇⲉ ⲉⲧⲉⲡⲣⲉϥⲉⲛⲟⲩⲱ ⲡⲉ ⲙⲡⲣⲣⲟ ⲁϥϥⲓⲉⲓⲁⲧϥ ⲉϩⲣⲁⲓ ⲁϥⲛⲁⲩ ⲁⲩⲱ ⲉⲓⲥ ⲟⲩⲛⲟϭ ⲙⲙⲏⲏϣⲉ ⲛⲉϥⲙⲟⲟϣⲉ ϩⲛⲧⲉϩⲓⲏ ⲉⲣⲁⲧϥ ⲛⲥⲁⲥⲡⲓⲣ ⲙⲡⲧⲟⲟⲩ ⲙⲡⲙⲁ ⲛⲉⲓⲉϩⲣⲁⲓ ⲛⲉⲥⲕⲟⲡⲟⲥ ⲇⲉ ⲁϥⲧⲁⲙⲉ ⲡⲣⲣⲟ ⲉϥϫⲱ ⲙⲙⲟⲥ ⲛⲁϥ ϫⲉⲉⲓⲥⲛⲣⲱⲙⲉ ⲁⲓⲛⲁⲩ ⲉⲣⲟⲟⲩ ⲛⲧⲉϩⲓⲏ ⲛⲟⲣⲱⲛⲏ ⲛⲥⲁⲥⲡⲓⲣ ⲙⲡⲧⲟⲟⲩ,"and abessalom escaped: and the young man the watchman, lifted up his eyes, and looked; and, behold, much people went in the way behind him from the side of the mountain in the descent: and the watchman came and told the king, and said, i have seen men by the way of oronen, by the side of the mountain."
ⲁⲩⲱ ⲉⲕⲉⲟⲩⲱⲙ ⲙⲡⲉⲕⲟⲉⲓⲕ ϩⲛⲧⲃⲱⲧⲉ ⲙⲡⲉⲕϩⲟ ϣⲁⲛⲧⲉⲕⲕⲟⲟⲧⲕ ⲉϩⲣⲁⲓ ⲉⲡⲕⲁϩ ⲛⲧⲁⲩϫⲓⲧⲕ ⲉⲃⲟⲗ ⲛϩⲏⲧϥ ϫⲉⲛⲧⲕ ⲟⲩⲕⲁϩ ⲕⲛⲁⲕⲟⲧⲕ ⲟⲛ ⲡⲕⲁϩ,"in the sweat of thy face shalt thou eat thy bread until thou return to the earth out of which thou wast taken, for earth thou art and to earth thou shalt return."
ⲁϥⲣϩⲗⲗⲟ ⲉⲙⲁⲧⲉ ⲁⲩⲱ ⲁϥⲙⲟⲩⲧⲉ ⲉⲡⲉϥϣⲏⲣⲉ ⲙⲛⲡⲉϥⲥⲟⲟⲩ ⲛϣⲏⲣⲉ ⲡⲉϫⲁϥ ⲛⲁϥ ϫⲉⲡⲁϣⲏⲣⲉ ϫⲓ ⲛⲛⲉⲕϣⲏⲣⲉ ⲉⲓⲥ ϩⲏⲏⲧⲉ ⲅⲁⲣ ⲁⲓⲣϩⲗⲗⲟ ⲁⲩⲱ ⲁⲓϩⲱⲛ ⲉⲥⲱⲕ ⲉⲃⲟⲗ,"and when he was very aged he called his son, and the sons of his son, and said to him, my son, take thy children; for, behold, i am aged, and am ready to depart out of this life."
ⲁⲩⲁⲁⲥ ⲛⲁⲛⲁⲑⲉⲙⲁ ⲁⲩⲱ ⲛⲕⲁ ⲛⲓⲙ ⲉⲧϣⲟⲟⲡ ϩⲛⲧⲡⲟⲗⲓⲥ ϫⲓⲛⲣⲱⲙⲉ ϣⲁϩⲣⲁⲓ ⲉⲥϩⲓⲙⲉ ϫⲓⲛⲟⲩⲕⲟⲩⲓ ϣⲁⲟⲩϩⲗⲗⲟ ⲁⲩⲱ ϣⲁϩⲣⲁⲓ ⲉⲩⲙⲁⲥⲉ ⲙⲛⲟⲩⲉⲥⲟⲟⲩ ⲙⲛⲟⲩϥⲁⲓⲛⲁϩⲃ ⲛⲁⲓ ⲧⲏⲣⲟⲩ ⲁⲩⲙⲟⲟⲩⲧⲟⲩ ϩⲛⲟⲩⲧⲁⲡⲣⲟ ⲛⲥⲏϥⲉ,"and joshua devoted it to destruction, and all things that were in the city, man and woman, young man and old, and calf and ass, with the edge of the sword."
ϫⲡⲓⲉⲡⲉⲕϣⲃⲏⲣ ⲉⲙⲡⲁⲧⲕⲛⲟⲩϭⲥ ⲉⲣⲟϥ ⲁⲩⲱ ⲛⲅϯⲡⲙⲁ ⲙⲡⲛⲟⲙⲟⲥ ⲙⲡⲉⲧϫⲟⲥⲉ,"admonish thy neighbour before thou threaten him; and not being angry, give place to the law of the most high."
ⲁϥⲧⲣⲉⲛⲉⲧϩⲕⲁⲉⲓⲧ ⲟⲩⲱϩ ⲛϩⲏⲧϥ ⲁϥⲥⲙⲛⲧϥ ⲙⲡⲟⲗⲓⲥ ⲙⲙⲁ ⲛⲟⲩⲱϩ,"and there he causes the hungry to dwell, and they establish for themselves cities of habitation."
ⲡⲁⲛⲟⲩⲧⲉ ⲥⲱⲧⲙ ⲉⲡⲁϩⲣⲟⲟⲩ ϩⲙⲡⲧⲣⲁⲥⲉⲡⲥⲱⲡⲕ ⲛⲉϩⲙⲧⲁⲯⲩⲭⲏ ⲉⲧϩⲟⲧⲉ ⲙⲡϫⲁϫⲉ,"hear my prayer, o god, when i make my petition to thee; deliver my soul from fear of the enemy."
ⲉⲁⲩⲕⲱⲗϩ ⲉⲡⲣⲟ · ⲁϥⲣⲟⲩⲱ ⲛⲁⲩ ϫⲉⲥⲙⲟⲩ ⲉⲣⲟⲓ,"and when the two men knocked at the door, pisentius answered them, saying, 'bless me.'"
ⲛⲓⲙ ⲡⲉⲧⲟ ⲛⲧⲁϩⲉ ⲙⲁⲣⲉϥⲁϩⲉⲣⲁⲧϥ ⲙⲁⲣⲉϥⲙⲟⲩⲧⲉ ⲁⲩⲱ ⲙⲁⲣⲉϥⲥⲟϥⲧⲉ ⲛⲁⲓ ϫⲓⲛⲧⲁⲓⲧⲁⲙⲓⲉ ⲉⲡⲣⲱⲙⲉ ⲁⲩⲱ ϣⲁⲉⲛⲉϩ ⲙⲁⲣⲟⲩϫⲱ ⲛⲏⲧⲛ ⲛⲛⲉⲧⲛⲏⲩ ⲉⲙⲡⲁⲧⲧⲟⲩⲉⲓ,"who is like me? let him stand, and call, and declare, and prepare for me from the time that i made man for ever; and let them tell you the things that are coming before they arrive."
ⲁⲩⲱ ⲛⲉⲧⲟⲛϩ ⲙⲡⲟⲩⲙⲟⲩ n ⲁⲩⲱϭⲉ ⲉⲛⲉⲩⲙⲁ ⲛⲉⲣⲙⲏ ⲁⲩⲱ ⲡⲉϩⲣⲟⲟⲩ ⲛⲧⲃⲁⲥⲁⲛⲟⲥ ⲛⲧⲡⲟⲗⲓⲥ ⲁϥⲃⲱⲕ ⲉϩⲣⲁⲓ ⲉⲧⲡⲉ,"for there was a very great confusion in all the city, when the ark of the god of israel entered there; and those, who lived and died not were smitten with emerods; and the cry of the city went up to heaven."
ⲡϫⲟⲉⲓⲥ ϭⲱϣⲧ ⲉⲃⲟⲗ ϩⲙⲡⲉⲕⲙⲁ ⲛϣⲱⲡⲉ ⲉⲧⲟⲩⲁⲁⲃ ϯ ϩⲧⲏⲕ ⲁⲩⲱ ⲛⲅⲣⲓⲕⲉ ⲙⲡⲉⲕⲙⲁⲁϫⲉ ⲛⲅⲥⲱⲧⲙ ⲉⲣⲟⲛ,"o lord, look down from thine holy house, and consider us: bow down thine ear, o lord, to hear us."
ⲛⲁϣⲏⲣⲉ ⲅⲁⲣ ϯⲥⲟⲟⲩⲛ ϫⲉⲁⲩϣⲱⲡⲉ,"for i know well that because of my own evil works my children have become food for wild beasts, but i entreat thee to permit me to look upon (them) again in the resurrection.'"
ϫⲉⲡⲉⲧⲟ ⲛϩⲁϩ ⲛϣⲁϫⲉ ϣⲁϥⲥⲉⲧⲙ ⲡⲉⲩⲟⲩϩⲙ ⲏ ⲉⲣⲉⲡⲣⲉϥϣⲁϫⲉ ⲙⲉⲉⲩⲉ ϫⲉⲟⲩⲇⲓⲕⲁⲓⲟⲥ ⲡⲉ,"he that speaks much, should also hear on the other side: or does the fluent speaker think himself to be righteous? blessed is the short lived offspring of woman."
ⲉϣϫⲉ ⲁⲛⲟⲕ ⲇⲉ ⲉⲓⲛⲉϫ ⲇⲁⲓⲙⲱⲛⲓⲟⲛ ⲉⲃⲟⲗ ϩⲛⲟⲩⲧⲏⲏⲃⲉ ⲛⲧⲉⲡⲛⲟⲩⲧⲉ ⲉⲓⲉ ⲁⲧⲙⲛⲧⲣⲣⲟ ⲙⲡⲛⲟⲩⲧⲉ ⲡⲱϩ ⲉϫⲱⲧⲛ .,"but if i by the finger of god cast out demons, then the kingdom of god has come to you."
ϩⲉⲛⲁⲣⲟⲟⲩⲉ ⲙⲛϩⲉⲛϭⲟⲣϭⲥ ⲛⲉⲧϩⲓⲛⲉϩⲓⲟⲟⲩⲉ ⲉⲧϭⲟⲟⲙⲉ ⲡⲉⲧϩⲁⲣⲉϩ ⲇⲉ ⲉⲧⲉϥⲯⲩⲭⲏ ⲛⲁⲥⲁϩⲱϥ ⲉⲃⲟⲗ ⲙⲙⲟⲟⲩ,thistles and snares are in perverse ways; but he that keeps his soul will refrain from them.
... ...,...
ⲡⲁϣⲏⲣⲉ ⲉⲕϣⲁⲛϫⲓ ⲛⲛϣⲁϫⲉ ⲛⲧⲁⲉⲛⲧⲟⲗⲏ ⲛⲅϩⲟⲡⲟⲩ ϩⲁⲧⲏⲕ ⲡⲉⲕⲙⲁⲁϫⲉ ⲛⲁⲥⲱⲧⲙ ⲛⲥⲁⲧⲥⲟⲫⲓⲁ ⲡⲉ,"my son, if thou wilt receive the utterance of my commandment, and hide it with thee;"
ⲱ ⲡⲣⲱⲙⲉ ⲉⲕⲣⲟⲩ ϩⲛⲧⲃⲁⲃⲩⲗⲱⲛ ⲁⲕⲣⲁⲁⲥ ϩⲛⲟⲩⲕⲁϩ ⲛϣⲙⲙⲟ · ⲉⲃⲟⲗ ϫⲉⲙⲡⲉⲕⲇⲟⲕⲏⲙⲁⲍⲉ · ⲛⲅⲕⲁⲡⲛⲟⲩⲧⲉ ⲛⲁⲕ ϩⲛⲟⲩⲥⲟⲟⲩⲧⲛ ⁛—,"man, what wilt thou do in babylon? thou wilt commit some disgraceful act in (that) strange land, because thou hast never been put to the test, and thou wilt cast god away from thee willingly."
ϯϩⲧⲏⲕ ⲉⲧⲁⲃⲟⲏⲑⲓⲁ ⲡϫⲟⲉⲓⲥ ⲡⲛⲟⲩⲧⲉ ⲙⲡⲁⲟⲩϫⲁⲓ,"draw nigh to my help, o lord of my salvation."
ⲛⲉϥⲙⲟⲟϣⲉ ⲇⲉ ⲕⲁⲧⲁⲡⲟⲗⲓⲥ ⲁⲩⲱ ⲕⲁⲧⲁϯⲙⲉ ⲉϥϯⲥⲃⲱ ⲉϥⲃⲏⲕ ⲉϩⲣⲁⲓ ⲉⲧϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ .,"he went on his way through cities and villages, teaching, and traveling on to jerusalem."
ⲁϥⲕⲃⲡϫⲱⲱⲙⲉ ⲇⲉ ⲁϥⲧⲁⲁϥ ⲙⲡϩⲩⲡⲏⲣⲉⲧⲏⲥ ⲁϥϩⲙⲟⲟⲥ . ⲁⲩⲱ ⲛⲉⲣⲉⲛⲃⲁⲗ ⲛⲟⲩⲟⲛ ⲛⲓⲙ ⲉⲧϩⲛⲧⲥⲩⲛⲁⲅⲱⲅⲏ ϭⲱϣⲧ ⲉⲣⲟϥ .,"he closed the book, gave it back to the attendant, and sat down. the eyes of all in the synagogue were fastened on him."
ⲁⲩⲱ ⲡⲉϫⲉⲡϫⲟⲉⲓⲥ ⲛⲁⲓ ϫⲉⲙⲡⲣⲣ ϫⲁϫⲉ ⲉⲙⲙⲱⲁⲃⲓⲧⲏⲥ ⲁⲩⲱ ⲙⲡⲣⲣ ⲡⲟⲗⲉⲙⲟⲥ ⲛⲙⲙⲁⲩ ⲛϯⲛⲁϯ ⲕⲗⲏⲣⲟⲥ ⲅⲁⲣ ⲛⲏⲧⲛ ⲁⲛ ⲉⲃⲟⲗ ϩⲙⲡⲉⲩⲕⲁϩ ⲛϣⲏⲣⲉ ⲅⲁⲣ ⲛⲗⲱⲧ ⲁⲓϯ ⲛⲁⲩ ⲛⲥⲏⲉⲓⲣ ⲉⲧⲣⲉⲩⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ ⲙⲙⲟⲥ,"and the lord said to me, do not ye quarrel with the moabites, and do not engage in war with them; for i will not give you of their land for an inheritance, for i have given aroer to the children of lot to inherit."
