prefix	input_text	target_text
translate Coptic to English	ⲁⲧⲟⲣⲅⲏ ⲙⲡⲛⲟⲩⲧⲉ ⲉⲓ ⲉϩⲣⲁⲓ ⲉϫⲱⲟⲩ ⲁϥⲙⲟⲩⲟⲩⲧ ⲙⲡⲉⲩϩⲟⲩⲟ ⲁϥⲧⲁⲩⲟ ⲉϩⲣⲁⲓ ⲛⲛⲥⲱⲧⲡ ⲙⲡⲓⲥⲣⲁⲏⲗ	then the indignation of God rose up against them, and slew the fattest of them, and overthrew the choice men of Israel.
translate English to Coptic	Be not curious in unnecessary matters: for more things are shewed unto thee than men understand.	ⲙⲡⲣⲧⲣⲉϥϣⲓⲛⲉ ϩⲙⲡⲉϩⲟⲩⲟ ⲛⲛⲉⲕϩⲃⲏⲩⲉ ⲁⲩⲧⲥⲁⲃⲟⲕ ⲅⲁⲣ ⲉϩⲟⲩⲉ ⲙⲛⲧⲥⲁⲃⲉ ⲛⲛⲣⲱⲙⲉ
translate English to Coptic	Men call the wise and understanding evil: but they that are pleasing in speech shall hear more.	ϣⲁⲩⲙⲟⲩⲧⲉ ⲉⲛⲥⲟⲫⲟⲥ ⲙⲛⲛⲥⲁⲃⲉⲉⲩ ϫⲉⲛⲉⲧⲥⲟϣϥ ϣⲁⲩⲥⲱⲧⲙ ⲇⲉ ⲛϩⲟⲩⲟ ⲉⲛⲉⲧⲛⲟⲧⲙ ϩⲙⲡⲉⲩϣⲁϫⲉ
translate English to Coptic	Would not every man who saw him rebuke him, saying, Why is it since God hath given light to thine eyes that thou lovest to adopt the guise of the blind men who walk in darkness at all times?	ⲙⲏ ⲙⲛⲣⲱⲙⲉ
translate Coptic to English	ⲉⲩϣⲁϫⲉ ⲇⲉ ⲙⲛⲡⲙⲏⲏϣⲉ ⲁⲩⲉⲓ ⲉϩⲣⲁⲓ ⲉϫⲱⲟⲩ ⲛϭⲓⲛⲟⲩⲏⲏⲃ ⲙⲛⲡⲉⲥⲧⲣⲁⲧⲏⲅⲟⲥ ⲛⲧⲉⲡⲣⲡⲉ . ⲁⲩⲱ ⲛⲥⲁⲇⲇⲟⲩⲕⲁⲓⲟⲥ .	As they spoke to the people, the priests and the captain of the temple and the Sadducees came to them,
translate Coptic to English	ϫⲉⲛⲁⲛⲟⲩⲟⲩϩⲟⲟⲩ ⲛⲟⲩⲱⲧ ϩⲛⲛⲉⲕⲁⲩⲗⲏ ⲉϩⲟⲩⲉ ϣⲟ ⲙⲡⲉⲩⲃⲟⲗ ⲁⲓⲥⲟⲧⲡⲥ ⲛⲁⲓ ⲛϩⲟⲩⲟ ⲉⲧⲣⲉⲩⲛⲟϫⲧ ϩⲙⲡⲏⲓ ⲙⲡⲛⲟⲩⲧⲉ ⲉϩⲟⲩⲉ ⲟⲩⲱϩ ϩⲛⲙⲙⲁ ⲛϣⲱⲡⲉ ⲛⲛⲣⲉϥⲣⲛⲟⲃⲉ	For one day in thy courts is better than thousands. I would rather be an abject in the house of God, than dwell in the tents of sinners.
translate Coptic to English	ⲁϥⲣⲡⲙⲉⲉⲩⲉ ⲛⲧⲉϥⲇⲓⲁⲑⲏⲕⲏ ϣⲁⲉⲛⲉϩ ⲡϣⲁϫⲉ ⲛⲧⲁϥϩⲱⲛ ⲙⲙⲟϥ ⲉϣⲟ ⲛⲅⲉⲛⲉⲁ	He has remembered his covenant for ever, the word which he commanded for a thousand generation:
translate English to Coptic	As you sent me into the world, even so I have sent them into the world.	ⲕⲁⲧⲁⲧϩⲉ ⲉⲛⲧⲁⲕⲧⲁⲟⲩⲟⲓ ⲉⲡⲕⲟⲥⲙⲟⲥ . ⲁⲛⲟⲕ ϩⲱ ⲁⲓϫⲟⲟⲩⲥⲉ ⲉⲡⲕⲟⲥⲙⲟⲥ .
translate Coptic to English	ⲭⲱⲣⲓⲥ ⲕⲁⲧⲏⲅⲟⲣⲟⲥ ⲭⲱⲣⲓⲥ ⲁⲡⲟⲇⲓⲝⲓⲥ ·	and without an advocate, and without proofs,
translate Coptic to English	ⲧⲉⲛⲟⲩ ϭⲉ ⲡⲁⲉⲓⲱⲧ ⲡⲉⲓⲑⲉ ⲙⲙⲟⲓ ⲛⲅⲟⲩⲱⲙ ⲛⲙⲙⲁⲓ	...
translate Coptic to English	ⲛⲁⲓ ⲟⲛ ⲉⲛⲧⲁϥⲧⲁϩⲙⲟⲩ ⲁⲛⲟⲛ . ⲟⲩ ⲙⲟⲛⲟⲛ ⲉⲃⲟⲗ ϩⲛⲛⲓⲟⲩⲇⲁⲓ . ⲁⲗⲗⲁ ⲉⲃⲟⲗ ϩⲛⲛⲕⲉϩⲉⲑⲛⲟⲥ .	us, whom he also called, not from the Jews only, but also from the Gentiles?
translate Coptic to English	ϩⲙⲡⲙⲉϩⲥⲁϣϥ ⲇⲉ ⲛⲕⲟⲧ ⲛⲟⲩⲏⲏⲃ ⲁⲩⲥⲁⲗⲡⲓⲍⲉ ⲁⲩⲱ ⲡⲉϫⲉⲓⲏⲥⲟⲩⲥ ⲛⲛϣⲏⲣⲉ ⲙⲡⲓⲥⲣⲁⲏⲗ ϫⲉⲱϣ ⲉⲃⲟⲗ ⲉⲙⲁⲧⲉ ⲁⲡϫⲟⲉⲓⲥ ⲅⲁⲣ ϯ ⲛⲧⲡⲟⲗⲓⲥ ⲉϩⲣⲁⲓ ⲉⲧⲟⲟⲧⲛ	And it came to pass at the seventh circuit the priests blew the trumpets; and Joshua said to the children of Israel, Shout, for the Lord has given you the city.
translate English to Coptic	who will speak to you words by which you will be saved, you and all your house.'	ⲁⲩⲱ ⲡⲁⲓ ⲛⲁϫⲱ ⲉⲣⲟⲕ ⲛϩⲉⲛϣⲁϫⲉ ⲉⲕⲛⲁⲟⲩϫⲁⲓ ⲛϩⲏⲧⲟⲩ . ⲛⲧⲟⲕ ⲁⲩⲱ ⲡⲉⲕⲏⲓ ⲧⲏⲣϥ .
translate Coptic to English	ϣⲟⲙⲧ ⲛⲥⲏⲩ ϩⲛⲧⲉⲣⲟⲙⲡⲉ ⲉϥⲉⲟⲩⲱⲛϩ ⲉⲃⲟⲗ ⲛϭⲓϩⲟⲟⲩⲧ ⲛⲓⲙ ⲛⲧⲁⲕ ⲙⲡⲉⲙⲧⲟ ⲉⲃⲟⲗ ⲙⲡϫⲟⲉⲓⲥ ⲡⲉⲕⲛⲟⲩⲧⲉ	Three times in the year shall all thy males appear before the Lord thy God.
translate English to Coptic	Hast thou not observed the statues of the emperors, and noticed that some of them are large and beautifully adorned,	ⲛⲅⲛⲁⲩ ⲁⲛ ⲉⲛϩⲓⲕⲱⲛ ⲛⲛⲉⲣⲣⲱⲟⲩ ϫⲉϩⲟⲓⲛⲉ ⲙⲉⲛ ⲛϩⲏⲧⲟⲩ ⲉϩⲉⲛⲛⲟϭ ⲛⲉ ⲉⲩⲕⲟⲥⲙⲉⲓ ⲕⲁⲗⲱⲥ ·
translate Coptic to English	ⲁⲩⲱ ⲥⲁⲙⲯⲱⲛ ⲁϥⲃⲱⲕ ⲉϩⲣⲁⲓ ⲉⲅⲁⲍⲁ ⲁϥⲛⲁⲩ ϩⲙⲡⲙⲁ ⲉⲧⲙⲙⲁⲩ ⲉⲩⲥϩⲓⲙⲉ ⲙⲡⲟⲣⲛⲏ ⲁϥⲃⲱⲕ ⲉϩⲟⲩⲛ ϣⲁⲣⲟⲥ	And Sampson went to Gaza, and saw there a harlot, and went in to her.
translate Coptic to English	ⲁⲩϥⲓⲧⲟⲩ ⲉⲃⲟⲗ ϩⲛⲧⲉⲥⲕⲩⲛⲏ ⲁⲩⲛⲧⲟⲩ ⲉⲣⲁⲧϥ ⲛⲓⲏⲥⲟⲩⲥ ⲁⲩⲱ ⲉⲣⲁⲧⲟⲩ ⲛⲛⲉⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ ⲙⲡⲓⲥⲣⲁⲏⲗ ⲁⲩⲕⲁⲁⲩ ⲉϩⲣⲁⲓ ϩⲓⲧϩⲏ ⲙⲡϫⲟⲉⲓⲥ	And they brought them out of the tent, and brought them to Joshua and the elders of Israel, and they laid them before the Lord.
translate English to Coptic	He arose and went; and behold, there was a man of Ethiopia, a eunuch of great authority under Candace, queen of the Ethiopians, who was over all her treasure, who had come to Jerusalem to worship.	ⲁϥⲧⲱⲟⲩⲛ ⲁϥⲃⲱⲕ ⲁⲩⲱ ⲉⲓⲥ ⲟⲩⲣⲱⲙⲉ ⲛⲉϭⲱϣ ⲛⲥⲓⲟⲩⲣ ⲛⲇⲩⲛⲁⲥⲧⲏⲥ ⲛⲧⲉⲕⲁⲛⲇⲁⲕⲏ ⲧⲣⲣⲱ ⲛⲛⲉϭⲟⲟϣ ⲡⲁⲓ ⲉⲛϥϣⲟⲟⲡ ⲉϩⲣⲁⲓ ⲉϫⲛⲛⲉⲥⲭⲣⲏⲙⲁ ⲧⲏⲣⲟⲩ ⲛⲉⲁϥⲉⲓ ⲡⲉ ⲉⲧϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ ⲉⲟⲩⲱϣⲧ .
translate English to Coptic	Then I said unto Apa Pisentius, 'Forgive me, O my father.	ⲡⲉϫⲁⲓ ⲛⲁϥ ϫⲉⲕⲱ ⲛⲁⲓ ⲉⲃⲟⲗ ⲡⲁⲉⲓⲱⲧ ·
translate English to Coptic	If thou wilt, to keep the commandments, and to perform acceptable faithfulness.	ⲉⲕϣⲁⲛⲟⲩⲱϣ ⲕⲛⲁϩⲁⲣⲉϩ ⲉⲛⲉⲛⲧⲟⲗⲏ ⲁⲩⲱ ⲕⲛⲁⲣⲧⲡⲓⲥⲧⲓⲥ ⲉⲧⲥⲟⲧⲡ
translate Coptic to English	ⲉⲧⲃⲉⲡⲁⲓ ⲁⲛⲟⲛ ϩⲱⲱⲛ ⲧⲛϣⲡϩⲙⲟⲧ ⲛⲧⲙ ⲡⲛⲟⲩⲧⲉ ⲁϫⲛⲱϫⲛ ϫⲉⲛⲧⲉⲣⲉⲧⲛϫⲓ ⲙⲡϣⲁϫⲉ ⲙⲡⲥⲱⲧⲙ ⲙⲡⲛⲟⲩⲧⲉ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧⲛ ⲁⲧⲉⲧⲛϣⲟⲡϥ ⲉⲣⲱⲧⲛ ⲛⲟⲩϣⲁϫⲉ ⲛⲣⲱⲙⲉ ⲁⲛ ⲁⲗⲗⲁ ⲕⲁⲧⲁⲧϩⲉ ⲛⲁⲙⲉ ⲉⲡϣⲁϫⲉ ⲙⲡⲛⲟⲩⲧⲉ ⲡⲉ ⲡⲁⲓ ⲟⲛ ⲉⲧⲉⲛⲉⲣⲅⲉⲓ ⲛϩⲏⲧ ⲧⲏⲩⲧⲛ ⲛⲉⲧⲡⲓⲥⲧⲉⲩⲉ .	For this cause we also thank God without ceasing, that, when you received from us the word of the message of God, you accepted it not as the word of men, but, as it is in truth, the word of God, which also works in you who believe.
translate Coptic to English	ⲉⲧⲃⲉⲧⲉⲥⲙⲏ ⲛⲧⲉⲕϩⲟⲧⲉ ⲁⲛⲗⲁⲟⲥ ⲡⲱϣⲥ ⲉⲃⲟⲗ ⲛⲧⲉⲕϩⲟⲧⲉ ⲁⲩⲱ ⲁⲛϩⲉⲑⲛⲟⲥ ϫⲱⲱⲣⲉ ⲉⲃⲟⲗ	By reason of the terrible sound the nations were dismayed for fear of thee, and the heathen were scattered.
translate Coptic to English	ⲟⲩϣⲓⲡⲉ ⲛⲟⲩⲉⲓⲱⲧ ⲡⲉ ⲟⲩϣⲏⲣⲉ ⲛⲁⲧϩⲏⲧ ⲁⲩⲱ ⲛⲁⲛⲟⲩⲛⲉⲣⲁⲧⲉ ⲁⲛ ⲉⲃⲟⲗ ϩⲛⲛⲃⲉⲕⲉ ⲛⲟⲩϩⲉⲧⲉⲣⲁ	A foolish son is a disgrace to his father: vows paid out of the hire of a harlot are not pure.
translate Coptic to English	ⲛⲧϩⲉ ⲙⲡⲡⲁⲧⲣⲓⲁⲣⲭⲏⲥ ⲓⲁⲕⲱⲃ ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲉⲛⲉⲓⲣⲟⲕϩ ϩⲙⲡⲕⲁⲩⲙⲁ ⲙⲡⲉϩⲟⲟⲩ · ⲙⲛⲡϫⲁϥ ⲛⲧⲉⲩϣⲏ · ⲁⲩⲱ ⲡϩⲓⲛⲏⲃ ⲁϥⲥⲁϩⲱⲃ ⲉⲃⲟⲗ ⲛⲛⲁⲃⲁⲗ ·	Even as the Patriarch Jacob spake saying, 'I was consumed by the fiery heat in the daytime, and by the cold of the night, and sleep departed from my eyes.'
translate English to Coptic	And the watchman saw another man running: and the watchman cried at the gate, and said, And look, another man running alone. And the king said, He also brings glad tidings.	ⲁⲩⲱ ⲡⲉⲥⲕⲟⲡⲟⲥ ⲁϥⲛⲁⲩ ⲉⲕⲉⲣⲱⲙⲉ ⲉϥⲡⲏⲧ ⲁⲩⲱ ⲡⲉⲥⲕⲟⲡⲟⲥ ⲁϥⲱϣ ⲉⲃⲟⲗ ϩⲓϫⲛⲧⲡⲩⲗⲏ ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲉⲓⲥⲕⲉⲣⲱⲙⲉ ⲉϥⲡⲏⲧ ⲟⲩⲁⲁϥ ⲡⲉϫⲉⲡⲣⲣⲟ ϫⲉⲡⲉⲓⲕⲏⲧ ⲉϥⲛⲏⲩ ⲉϫⲓ ⲟⲩⲱ
translate Coptic to English	ⲧⲉϩⲓⲏ ⲛⲧⲉⲓⲣⲏⲛⲏ ⲙⲡⲟⲩⲥⲟⲩⲱⲛⲥ ⲁⲩⲱ ⲙⲡϩⲁⲡ ⲁⲛ ϩⲛⲛⲉⲩϩⲓⲟⲟⲩⲉ ⲛⲉⲩϩⲓⲟⲟⲩⲉ ⲅⲁⲣ ϭⲟⲟⲙⲉ ⲉⲧⲟⲩⲙⲟⲟϣⲉ ⲛϩⲏⲧⲟⲩ ⲁⲩⲱ ⲛⲥⲉⲥⲟⲟⲩⲛ ⲁⲛ ⲛⲧⲉⲓⲣⲏⲛⲏ	and the way of peace they know not, neither is there judgment in their ways; for their paths by which they go are crooked, and they know not peace.
translate English to Coptic	Of what value to me is the abundance of your sacrifices? saith the Lord: I am full of whole-burnt-offerings of rams; and I delight not in the fat of lambs, and the blood of bulls and goats:	ⲟⲛ ⲉⲣⲟⲓ ⲡⲉ ⲡⲁϣⲁⲓ ⲛⲛⲉⲧⲛⲑⲩⲥⲓⲁ ⲡⲉϫⲉⲡϫⲟⲉⲓⲥ ϯϫⲏⲕ ⲉⲃⲟⲗ ⲙⲡϣⲟⲩⲥⲟⲟⲩϣⲉ ⲛⲛⲟⲉⲓⲗⲉ ⲙⲛⲡⲱⲧ ⲛⲛϩⲓⲉⲓⲃ ⲙⲛⲡⲉⲥⲛⲟⲩ ⲛⲙⲙⲁⲥⲉ ⲙⲛⲛⲛϭⲓⲉ ⲛϯⲟⲩⲁϣⲟⲩ ⲁⲛ
translate Coptic to English	ⲁⲣⲁ ⲁϥϣⲱϫⲡ ⲛϭⲓⲟⲩⲥⲁⲃⲃⲁⲧⲓⲥⲙⲟⲥ ⲙⲡⲗⲁⲟⲥ ⲙⲡⲛⲟⲩⲧⲉ .	There remains therefore a Sabbath rest for the people of God.
translate Coptic to English	ⲓⲱⲁⲃ ⲇⲉ ⲙⲛⲡⲉϥⲙⲏⲏϣⲉ ⲧⲏⲣϥ ⲁϥⲉⲓ ⲁⲩⲱ ⲁⲩⲧⲁⲙⲉ ⲓⲱⲁⲃ ⲉⲩϫⲱ ⲙⲙⲟⲥ ϫⲉⲁⲃⲉⲛⲛⲏⲣ ⲡϣⲏⲣⲉ ⲛⲛⲏⲣ ⲁϥⲓ ⲉⲣⲁⲧϥ ⲛⲇⲁⲩⲉⲓⲇ ⲁⲩⲱ ⲁϥⲕⲁⲁϥ ⲉⲃⲟⲗ ⲁϥⲃⲱⲕ ϩⲛⲟⲩⲉⲓⲣⲏⲛⲏ	And Joab and all his army came, and it was reported to Joab, saying, Abenner the son of Ner is come to David, and David has let him go, and he has departed in peace.
translate Coptic to English	ϣⲁⲧⲛⲁⲩ ⲡⲕⲁϩ ⲛⲁⲣ ϩⲏⲃⲉ ⲁⲩⲱ ⲡⲉⲭⲟⲣⲧⲟⲥ ⲧⲏⲣϥ ⲛⲧⲥⲱϣⲉ ⲛⲁϣⲟⲟⲩⲉ ⲉⲃⲟⲗ ⲛⲧⲕⲁⲕⲓⲁ ⲛⲛⲉⲧⲟⲩⲏϩ ϩⲓϫⲙⲡⲕⲁϩ ⲁⲩⲧⲁⲕⲟ ⲛ{ⲙ}ⲛⲧⲃⲛⲟⲟⲩⲉ ⲙⲛⲛϩⲁⲗⲁⲁⲧⲉ ⲁⲩϫⲟⲟⲥ ϫⲉⲙⲡⲛⲟⲩⲧⲉ ⲛⲁⲛⲁⲩ ⲁⲛ ⲉⲛⲉⲛϩⲓⲟⲟⲩⲉ	How long shall the land mourn, and the grass of the field wither, for the wickedness of them, that dwell in it? the beasts and birds are utterly destroyed; because the people said, God shall not see our ways.
translate English to Coptic	A man of an ill tongue is dangerous in his city; and he that is rash in his talk shall be hated.	ⲟⲩⲣⲉϥϯϩⲟⲧⲉ ϩⲛⲧⲉϥⲡⲟⲗⲓⲥ ⲡⲉ ⲟⲩⲣⲱⲙⲉ ⲛⲣⲉϥⲱϣ ⲉⲃⲟⲗ ⲁⲩⲱ ϣⲁⲩⲙⲉⲥⲧⲉⲡⲣⲉϥϥⲟϭϥ ⲉⲃⲟⲗ ϩⲙⲡⲉϥϣⲁϫⲉ
translate English to Coptic	The women, who had come with him out of Galilee, followed after, and saw the tomb, and how his body was laid.	ⲁⲛⲉϩⲓⲟⲙⲉ ⲇⲉ ⲟⲩⲁϩⲟⲩ ⲛⲥⲱϥ ⲛⲁⲉⲓ ⲉⲛⲧⲁⲩⲉⲓ ⲛⲙⲙⲁϥ ⲉⲃⲟⲗ ϩⲛⲧⲅⲁⲗⲓⲗⲁⲓⲁ ⲉⲩⲛⲁⲩ ⲉⲡⲉⲙϩⲁⲟⲩ ⲛⲙⲧϩⲉ ⲉⲛⲧⲁϥⲕⲁ ⲡⲉϥⲥⲱⲙⲁ ⲙⲙⲟⲥ .
translate Coptic to English	ⲉⲩⲫⲣⲁⲛⲉ ⲙⲡⲏⲩⲉ ⲁⲩⲱ ⲙⲁⲣⲉⲡⲕⲁϩ ⲧⲉⲗⲏⲗ ⲙⲁⲣⲉⲛⲧⲟⲟⲩ ⲱϣ ⲛⲟⲩⲛⲟϥ ⲁⲩⲱ ⲛⲥⲓⲃⲧ ⲛⲟⲩⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ ϫⲉⲁⲡⲛⲟⲩⲧⲉ ⲛⲁⲙⲡⲉϥⲗⲁⲟⲥ ⲁⲩⲱ ⲁϥⲡⲁⲣⲁⲕⲁⲗⲉⲓ ⲛⲛⲉⲧⲑⲃⲃⲓⲏⲩ ⲙⲡⲉϥⲗⲁⲟⲥ	Rejoice, ye heavens; and let the earth be glad: let the mountains break forth with joy; for the Lard has had mercy on his people, and has comforted the lowly ones of his people.
translate Coptic to English	ⲛⲧⲉⲣⲟⲩⲱⲥⲕ ⲇⲉ ⲙⲡⲟⲩⲟⲩⲱⲙ ⲧⲟⲧⲉ ⲡⲁⲩⲗⲟⲥ ⲁϥⲁϩⲉⲣⲁⲧϥ ϩⲛⲧⲉⲩⲙⲏⲧⲉ ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲛⲣⲱⲙⲉ ⲛⲉϣϣⲉ ⲙⲉⲛ ⲉⲣⲱⲧⲛ ⲡⲉ ⲉⲥⲱⲧⲙ ⲛⲥⲱⲓ ⲉⲧⲙⲕⲱ ⲉⲃⲟⲗ ϩⲛⲕⲣⲏⲧⲏ ⲁⲩⲱ ⲉϯϩⲏⲩ ⲙⲡⲓⲙⲕⲁϩ ⲙⲛⲡⲉⲓⲟⲥⲉ .	When they had been long without food, Paul stood up in the middle of them, and said, 'Sirs, you should have listened to me, and not have set sail from Crete, and have gotten this injury and loss.
translate Coptic to English	ϣⲁϥϯⲡⲓ ⲉⲛⲉϥϭⲓϫ ϣⲁⲛⲧϥϫⲓ ⲛϥⲑⲃⲃⲓⲉⲧⲉϥⲥⲙⲏ ϩⲓⲛⲉⲭⲣⲏⲙⲁ ⲙⲡⲉⲧϩⲓⲧⲟⲩⲱϥ ϩⲙⲡⲉⲟⲩⲟⲉⲓϣ ⲛⲧⲁⲁⲩ ϣⲁϥⲧⲁⲗⲉⲛⲉ ⲉϩⲣⲁⲓ ⲛϥϫⲱ ⲛϩⲉⲛϣⲁϫⲉ ⲡⲙⲕⲁϩ ⲛϩⲏⲧ ⲁⲩⲱ ⲛϥϭⲛⲁⲣⲓⲕⲉ ⲉⲡⲉⲟⲩⲟⲉⲓϣ	Till he hath received, he will kiss a man's hand; and for his neighbour's money he will speak submissly: but when he should repay, he will prolong the time, and return words of grief, and complain of the time.
translate Coptic to English	ⲛⲧⲟϥ ⲅⲁⲣ ⲡⲉⲧⲛⲁⲩ ⲉⲡⲕⲁϩ ⲧⲏⲣϥ ⲉϥⲥⲟⲟⲩⲛ ⲛⲛⲉⲧϩⲙ ⲡⲕⲁϩ ⲧⲏⲣⲟⲩ ⲛⲧⲁϥⲧⲁⲙⲓⲟⲟⲩ	For he surveys the whole earth under heaven, knowing the things in the earth:
translate Coptic to English	ⲡⲉϫⲉⲑⲁⲗⲁⲥⲥⲁ ϫⲉϫⲓ ϣⲓⲡⲉ ⲥⲓⲇⲱⲛ ⲡⲉϫⲉⲧϭⲟⲙ ⲛⲧⲑⲁⲗⲁⲥⲥⲁ ϫⲉⲙⲡⲓϯ ⲛⲁⲁⲕⲉ ⲙⲡⲓⲙⲓⲥⲉ ⲟⲩⲇⲉ ⲙⲡⲓⲥⲁⲁⲛϣ ⲛϣⲓⲣⲉ ⲟⲩⲇⲉ ⲙⲡⲓϫⲉⲥⲧ ⲡⲁⲣⲑⲉⲛⲟⲥ	Be ashamed, O Sidon: the sea has said, yea, the strength of the sea has said, I have not travailed, nor brought forth, nor have I brought up young men, nor reared virgins.
translate English to Coptic	Now at the feast the governor was accustomed to release to the multitude one prisoner, whom they desired.	ⲕⲁⲧⲁϣⲁ ⲇⲉ ⲛⲉϣⲁⲣⲉⲡϩⲏⲅⲉⲙⲱⲛ ⲕⲁⲟⲩⲁ ⲉⲃⲟⲗ ⲙⲡⲙⲏⲏϣⲉ ⲉϥⲙⲏⲣ ⲡⲉⲧⲉⲛⲉⲩⲟⲩⲁϣϥ .
translate English to Coptic	And these are the commands, and the ordinances, and the judgments, as many as the Lord our God gave commandment to teach you to do so in the land on which ye enter to inherit it.	ⲁⲩⲱ ⲛⲁⲓ ⲛⲉ ⲛⲉⲛⲧⲟⲗⲏ ⲛⲙⲛⲇⲓⲕⲁⲓⲱⲙⲁ ⲉⲛⲧⲁⲡϫⲟⲉⲓⲥ ⲡⲉⲛⲛⲟⲩⲧⲉ ϩⲱⲛ ⲙⲙⲟⲟⲩ ⲉⲧⲟⲟⲧⲉⲧⲥⲁⲃⲱⲧⲛ ⲉⲣⲟⲟⲩ ⲉⲧⲣⲉⲧⲛⲉⲓⲣⲉ ⲙⲙⲟⲟⲩ ϩⲓⲛⲁⲓ ϩⲙⲡⲕⲁϩ ⲡⲁⲓ ⲛⲧⲱⲧⲛ ⲉⲧⲉⲧⲛⲛⲁⲃⲱⲕ ⲉϩⲟⲩⲛ ⲉⲣⲟϥ ⲉⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ ⲙⲙⲟϥ
translate Coptic to English	ⲟⲩⲁⲡⲣⲏⲧⲉ ⲙⲛⲕϫⲓⲣⲉⲕⲣⲓⲕⲉ ⲕⲛⲕⲟⲧⲕ ⲛⲟⲩⲁⲡⲣⲏⲧⲉ ⲕⲕⲱⲗϫ ⲛⲛⲉⲕϭⲓϫ ϩⲁⲕⲟⲩⲛⲅ ⲛⲟⲩⲁⲡⲣⲏⲧⲉ	The sluggard says, I slumber a little, and I sleep a little, and for a little while I fold my arms across my breast.
translate English to Coptic	Every beast loveth his like, and every man loveth his neighbour.	ⲉⲣⲉⲍⲱⲟⲛ ⲛⲓⲙ ⲙⲉ ⲙⲡⲉⲧⲉⲓⲛⲉ ⲙⲙⲟϥ ⲁⲩⲱ ⲣⲱⲙⲉ ⲛⲓⲙ ⲙⲡⲉⲧϩⲓⲧⲟⲩⲱϥ
translate English to Coptic	And whilst he was talking to them about these matters they lifted up their faces with a great cry, and they wept so loudly that all the people who were in the village heard them;	ⲉⲧⲓ ⲇⲉ ⲉϥϣⲁϫⲉ ⲛⲙⲙⲁⲩ ϩⲓⲛⲁⲓ · ⲁⲩϥⲓ ϩⲣⲁⲩ ⲉⲃⲟⲗ ϩⲛⲟⲩⲛⲟϭ ⲛⲥⲙⲏ · ⲁⲩⲣⲓⲙⲉ ⲉⲙⲁⲧⲉ ϣⲁⲛⲧⲉⲛⲉⲧϩⲙⲡϯⲙⲏ ⲧⲏⲣⲟⲩ ⲥⲱⲧⲙ ⲉⲣⲟⲟⲩ ·
translate English to Coptic	And God saw their works, that they turned from their evil ways; and God repented of the evil which he had said he would do to them; and he did it not.	ⲁⲩⲱ ⲡⲛⲟⲩⲧⲉ ⲁⲩⲛⲁⲩ ⲉⲛⲉⲩϩⲃⲏⲩⲉ ϫⲉⲁⲩⲕⲧⲟⲟⲩ ⲉⲃⲟⲗ ϩⲓⲛⲉⲩϩⲓⲟⲟⲩⲉ ⲉⲧϩⲟⲟⲩ ⲁⲩⲱ ⲁϥⲣ ϩⲧⲏϥ ⲛϭⲓⲡⲛⲟⲩⲧⲉ ⲉϫⲛⲙⲡⲉⲧϩⲟⲟⲩ ⲉⲛⲧⲁϥϣⲁϫⲉ ⲉⲁⲁⲩ ⲛⲁⲩ : ⲁⲩⲱ ⲙⲡϥⲁⲁⲩ :
translate Coptic to English	ⲛⲉⲩⲁϣϣⲕⲁⲕ ϭⲉ ⲉⲃⲟⲗ ⲡⲟⲩⲁ ⲡⲟⲩⲁ ⲙⲛⲡⲉϥϣⲁϫⲉ . ⲛⲉⲁⲡⲙⲏⲏϣⲉ ⲅⲁⲣ ⲧⲱϩ . ⲁⲩⲱ ⲡⲉⲩϩⲟⲩⲟ ⲛⲉⲩⲥⲟⲟⲩⲛ ⲁⲛ ⲡⲉ ϫⲉⲛⲧⲁⲩⲥⲱⲟⲩϩ ⲉⲧⲃⲉⲟⲩ .	Some therefore cried one thing, and some another, for the assembly was in confusion. Most of them didn't know why they had come together.
translate Coptic to English	ⲙⲡⲉⲙⲧⲟ ⲉⲃⲟⲗ ⲙⲡϫⲟⲉⲓⲥ ϫⲉϥⲛⲏⲩ ⲉⲕⲣⲓⲛⲉ ⲙⲡⲕⲁϩ ϥⲛⲁⲕⲣⲓⲛⲉ ⲛⲧⲟⲓⲕⲟⲩⲙⲉⲛⲏ ϩⲛⲟⲩⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ ⲁⲩⲱ ⲛⲗⲁⲟⲥ ϩⲛⲧⲉϥⲙⲉ	for he comes, for he comes to judge the earth; he shall judge the world in righteousness, and the people with his truth.
